"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"OPT","OPTHEA LIMITED","1991-04-18","Pharmaceuticals, Biotechnology & Life Sciences",458059621
"OPY","OPENPAY GROUP LTD","2019-12-16","Diversified Financials",215776631
"ORA","ORORA LIMITED","2013-12-18","Materials",2902182436
"ORE","OROCOBRE LIMITED","2007-12-04","Materials",2047740528
"ORG","ORIGIN ENERGY LIMITED","1961-07-13","Energy",8383364698
"ORI","ORICA LIMITED","1961-11-28","Materials",5477182221
"ORM","ORION METALS LIMITED","2007-01-03","Materials",26164677
"ORN","ORION MINERALS LTD","2003-10-31","Materials",144392951
"ORR","ORECORP LIMITED","2011-08-04","Materials",261131662
"OSH","OIL SEARCH LIMITED","1974-01-01","Energy",8145174603
"OSL","ONCOSIL MEDICAL LTD","2005-08-15","Pharmaceuticals, Biotechnology & Life Sciences",49435284
"OSP","OSPREY MEDICAL INC","2012-05-02","Health Care Equipment & Services",38486704
"OSX","OSTEOPORE LIMITED","2019-09-23","Health Care Equipment & Services",50425342
"OTW","OVER THE WIRE HOLDINGS LIMITED","2015-12-03","Software & Services",290661716
"OVN","OVENTUS MEDICAL LIMITED","2016-07-19","Health Care Equipment & Services",22316227
"OVT","OVATO LIMITED","1992-02-13","Commercial & Professional Services",36638437
"OXX","OCTANEX LIMITED","2009-11-06","Energy",7992539
"OZG","OZGROWTH LIMITED","2008-01-02","Not Applic",84162590
"OZL","OZ MINERALS LIMITED","1970-01-01","Materials",7448828952
"OZM","OZAURUM RESOURCES LIMITED","2021-02-08","Materials",15743750
"OZZ","OZZ RESOURCES LIMITED",,"Materials",0
"PAA","PHARMAUST LIMITED","2001-10-05","Pharmaceuticals, Biotechnology & Life Sciences",29139153
"PAB","PATRYS LIMITED","2007-07-13","Pharmaceuticals, Biotechnology & Life Sciences",92670576
"PAC","PACIFIC CURRENT GROUP LIMITED","1987-09-25","Diversified Financials",280575219
"PAF","PM CAPITAL ASIAN OPPORTUNITIES FUND LIMITED","2014-05-22","Not Applic",54368825
"PAI","PLATINUM ASIA INVESTMENTS LIMITED","2015-09-21","Not Applic",438627529
"PAK","PACIFIC AMERICAN HOLDINGS LIMITED","2007-12-20","Materials",6053113
"PAL","PALLA PHARMA LIMITED","2015-08-13","Pharmaceuticals, Biotechnology & Life Sciences",60717436
"PAM","PAN ASIA METALS LIMITED","2020-10-08","Materials",18271492
"PAN","PANORAMIC RESOURCES LIMITED","2001-09-14","Materials",307637101
"PAR","PARADIGM BIOPHARMACEUTICALS LIMITED..","2015-08-19","Pharmaceuticals, Biotechnology & Life Sciences",482802176
"PBH","POINTSBET HOLDINGS LIMITED","2019-06-12","Consumer Services",2829403151
"PBP","PROBIOTEC LIMITED","2006-11-14","Pharmaceuticals, Biotechnology & Life Sciences",167127055
"PBX","PACIFIC BAUXITE LIMITED","2007-05-25","Materials","N/A"
"PCG","PENGANA CAPITAL GROUP LIMITED","2001-02-28","Diversified Financials",159420320
"PCH","PROPERTY CONNECT HOLDINGS LIMITED","2000-02-23","Media & Entertainment",685863
"PCI","PERPETUAL CREDIT INCOME TRUST","2019-05-14","Not Applic",420513387
"PCK","PAINCHEK LTD","2012-05-01","Health Care Equipment & Services",70988702
"PCL","PANCONTINENTAL OIL & GAS NL","1986-09-11","Energy",9010073
"PDI","PREDICTIVE DISCOVERY LIMITED","2010-12-01","Materials",112895766
"PDL","PENDAL GROUP LIMITED","2007-12-10","Diversified Financials",3042621040
"PDN","PALADIN ENERGY LTD","1994-03-29","Energy",1258545507
"PDZ","PRAIRIE MINING LIMITED","1993-09-06","Materials",59372323
"PE1","PENGANA PRIVATE EQUITY TRUST","2019-04-30","Not Applic",287662540
"PEC","PERPETUAL RESOURCES LIMITED","2013-02-28","Materials",61948693
"PEK","PEAK RESOURCES LIMITED","2006-11-29","Materials",179140291
"PEN","PENINSULA ENERGY LIMITED","1994-05-26","Energy",147402744
"PET","PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED","2002-08-16","Commercial & Professional Services","N/A"
"PEX","PEEL MINING LIMITED","2007-05-17","Materials",106614928
"PF1","PATHFINDER RESOURCES LTD","2020-11-04","Materials",19129494
"PFE","PANTERA MINERALS LIMITED",,"Class Pend",0
"PFG","PRIME FINANCIAL GROUP LIMITED","2004-12-07","Diversified Financials",18164987
"PFP","PROPEL FUNERAL PARTNERS LIMITED","2017-11-23","Consumer Services",385791622
"PFT","PURE FOODS TASMANIA LIMITED","2005-12-19","Food, Beverage & Tobacco",34970206
"PG1","PEARL GLOBAL LIMITED","2006-11-02","Commercial & Professional Services",20831955
"PGC","PARAGON CARE LIMITED","1999-10-15","Health Care Equipment & Services",94607882
"PGD","PEREGRINE GOLD LTD","2021-03-31","Materials",13331006
"PGF","PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED","2013-12-12","Not Applic",552138941
"PGG","PARTNERS GROUP GLOBAL INCOME FUND","2019-09-26","Not Applic",518622438
"PGH","PACT GROUP HOLDINGS LTD","2013-12-17","Materials",1255576622
"PGL","PROSPA GROUP LIMITED.","2019-06-11","Diversified Financials",135701669
"PGM","PLATINA RESOURCES LIMITED","2006-05-29","Materials",32732426
"PGO","PACGOLD LIMITED",,"Class Pend",0
"PGY","PILOT ENERGY LIMITED","2006-04-20","Energy","N/A"
"PH2","PURE HYDROGEN CORPORATION LIMITED","2013-03-12","Energy",67483311
"PHL","PROPELL HOLDINGS LIMITED","2021-04-14","Diversified Financials",11015868
"PIA","PENGANA INTERNATIONAL EQUITIES LIMITED","2004-03-19","Not Applic",321398091
"PIC","PERPETUAL EQUITY INVESTMENT COMPANY LIMITED","2014-12-18","Not Applic",456815729
"PIL","PEPPERMINT INNOVATION LIMITED","2008-05-29","Software & Services",27010807
"PIQ","PROTEOMICS INTERNATIONAL LABORATORIES LTD","2015-04-16","Pharmaceuticals, Biotechnology & Life Sciences",103627787
"PKD","PARKD LTD","2017-12-06","Commercial & Professional Services",4208406
"PKO","PEAKO LIMITED","2009-12-02","Materials",7752074
"PKS","PKS HOLDINGS LIMITED","2019-06-06","Health Care Equipment & Services",90987867
"PL8","PLATO INCOME MAXIMISER LIMITED.","2017-05-05","Not Applic",537683620
"PLL","PIEDMONT LITHIUM INC.","1983-03-28","Materials",1409583204
"PLS","PILBARA MINERALS LIMITED","2007-09-19","Materials",4200624132
"PLT","PLENTI GROUP LIMITED","2020-09-23","Diversified Financials",209465178
"PLY","PLAYSIDE STUDIOS LIMITED","2020-12-17","Media & Entertainment",108125819
"PMC","PLATINUM CAPITAL LIMITED","1994-06-29","Not Applic",447045663
"PME","PRO MEDICUS LIMITED","2000-10-10","Health Care Equipment & Services",5852521996
"PMV","PREMIER INVESTMENTS LIMITED","1987-12-15","Retailing",4421183979
"PNC","PIONEER CREDIT LIMITED","2014-05-01","Diversified Financials",34681547
"PNI","PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED","2007-06-19","Diversified Financials",1970638612
"PNL","PARINGA RESOURCES LIMITED","2012-12-20","Energy","N/A"
"PNM","PACIFIC NICKEL MINES LIMITED","2002-11-26","Materials",8595801
"PNN","PEPINNINI MINERALS LIMITED","2005-04-15","Materials",11655455
"PNR","PANTORO LIMITED","1987-05-21","Materials",295763628
"PNV","POLYNOVO LIMITED","1998-11-26","Health Care Equipment & Services",1818817121
"PNX","PNX METALS LIMITED","2008-02-12","Materials",31043645
"PO3","PURIFLOH LIMITED","2010-12-30","Utilities",53274712
"POD","PODIUM MINERALS LIMITED","2018-02-28","Materials",165414572
"POL","POLYMETALS RESOURCES LTD",,"Class Pend",0
"POS","POSEIDON NICKEL LIMITED","1993-11-29","Materials",199468454
"POW","PROTEAN ENERGY LIMITED","2006-12-21","Capital Goods",7156743
"PPC","PEET LIMITED","2004-08-05","Real Estate",543713050
"PPE","PEOPLE INFRASTRUCTURE LTD","2017-11-22","Commercial & Professional Services",411339449
"PPG","PRO-PAC PACKAGING LIMITED","2005-04-27","Materials",158165921
"PPH","PUSHPAY HOLDINGS LIMITED","2016-10-12","Software & Services",1827273069
"PPK","PPK GROUP LIMITED","1994-12-21","Capital Goods",1267207014
"PPL","PUREPROFILE LTD","2015-07-29","Media & Entertainment",28558834
"PPM","PEPPER MONEY LIMITED","2021-05-25","Banks",1142715361
"PPS","PRAEMIUM LIMITED","2006-05-11","Software & Services",501601907
"PPT","PERPETUAL LIMITED","1964-06-24","Diversified Financials",2187688699
"PPY","PAPYRUS AUSTRALIA LIMITED","2005-04-15","Materials",12403609
"PRL","PROVINCE RESOURCES LTD","1994-02-09","Materials",150141574
"PRM","PROMINENCE ENERGY NL","1992-01-23","Energy",9796439
"PRN","PERENTI GLOBAL LIMITED","1994-01-06","Materials",450748941
"PRO","PROPHECY INTERNATIONAL HOLDINGS LIMITED","1998-04-22","Software & Services",32988806
"PRS","PROSPECH LIMITED.","2020-12-04","Materials",11920310
"PRT","PRIME MEDIA GROUP LIMITED","1984-08-30","Media & Entertainment",84255970
"PRU","PERSEUS MINING LIMITED","2004-09-22","Materials",1692510481
"PRX","PRODIGY GOLD NL","1986-08-21","Materials",23805732
"PSA","PETSEC ENERGY LIMITED","1980-12-01","Energy","N/A"
"PSC","PROSPECT RESOURCES LIMITED","2009-12-04","Materials",70942332
"PSI","PSC INSURANCE GROUP LIMITED","2015-12-15","Insurance",1075033670
"PSL","PATERSON RESOURCES LTD","2006-10-18","Materials",12681455
"PSQ","PACIFIC SMILES GROUP LIMITED","2014-11-21","Health Care Equipment & Services",430871233
"PTB","PTB GROUP LIMITED","2006-12-18","Capital Goods",87880235
"PTG","PROPTECH GROUP LIMITED","2015-12-10","Software & Services",99450260
"PTL","PENTAL LIMITED","2000-08-29","Household & Personal Products",55862760
"PTM","PLATINUM ASSET MANAGEMENT LIMITED","2007-05-23","Diversified Financials",2816058720
"PTR","PETRATHERM LTD","2004-07-27","Materials",13924246
"PTX","PRESCIENT THERAPEUTICS LIMITED","1986-12-19","Pharmaceuticals, Biotechnology & Life Sciences",124907837
"PUA","PEAK MINERALS LIMITED","2003-07-17","Materials",11064648
"PUR","PURSUIT MINERALS LTD","2008-09-10","Materials",60844338
"PVE","PO VALLEY ENERGY LIMITED","2004-12-14","Energy",18124011
"PVL","POWERHOUSE VENTURES LIMITED","2016-10-12","Diversified Financials",8810602
"PVS","PIVOTAL SYSTEMS CORPORATION","2018-07-02","Semiconductors & Semiconductor Equipment",174583912
"PVW","PVW RESOURCES LIMITED","2009-11-12","Materials",9951958
"PWG","PRIMEWEST","2019-11-08","Real Estate",547239983
"PWH","PWR HOLDINGS LIMITED","2015-11-18","Automobiles & Components",675211677
"PWN","PARKWAY MINERALS NL","2011-05-13","Materials",24159405
"PWNCA","PARKWAY MINERALS NL","2011-05-13","Materials",24159405
"PWR","PETER WARREN AUTOMOTIVE HOLDINGS LIMITED","2021-04-27","Retailing",611257595
"PX1","PLEXURE GROUP LIMITED","2020-11-25","Software & Services",105801671
"PXA","TORRENS GROUP HOLDINGS LIMITED (TO BE RENAMED PEXA GROUP)",,"Class Pend",0
"PXS","PHARMAXIS LTD","2003-11-10","Pharmaceuticals, Biotechnology & Life Sciences",33014196
"PXX","POLARX LIMITED","2012-12-21","Materials",21510935
"PYC","PYC THERAPEUTICS LIMITED","2005-03-30","Pharmaceuticals, Biotechnology & Life Sciences",493043546
"PYG","PAYGROUP LIMITED","2018-05-29","Software & Services",50397266
"PYR","PAYRIGHT LIMITED","2020-12-23","Diversified Financials",44995995
"QAN","QANTAS AIRWAYS LIMITED","1995-07-31","Transportation",8920991422
"QBE","QBE INSURANCE GROUP LIMITED","1973-06-28","Insurance",16610346336
"QEM","QEM LIMITED","2018-10-19","Materials",16500000
"QFE","QUICKFEE LIMITED","2019-07-11","Diversified Financials",61105340
"QGL","QUANTUM GRAPHITE LIMITED","2014-01-06","Materials","N/A"
"QHL","QUICKSTEP HOLDINGS LIMITED","2005-10-17","Capital Goods",35097198
"QIP","QANTM INTELLECTUAL PROPERTY LIMITED","2016-08-31","Commercial & Professional Services",156468959
"QML","QMINES LIMITED","2021-05-06","Materials",36474707
"QPM","QUEENSLAND PACIFIC METALS LIMITED","2008-03-14","Materials",189271612
"QRI","QUALITAS REAL ESTATE INCOME FUND","2018-11-27","Not Applic",421476583
"QTG","Q TECHNOLOGY GROUP LIMITED","1987-12-02","Technology Hardware & Equipment","N/A"
"QTM","QUANTUM HEALTH GROUP LIMITED","1993-08-30","Health Care Equipment & Services",63185264
"QUB","QUBE HOLDINGS LIMITED","2007-01-04","Transportation",6064133070
"QUE","QUESTE COMMUNICATIONS LIMITED","1998-11-11","Diversified Financials",1488978
"QVE","QV EQUITIES LIMITED","2014-08-22","Not Applic",241294101
"QXR","QX RESOURCES LIMITED","2011-02-17","Materials",9995435
"R3D","R3D RESOURCES LIMITED","2004-12-17","Media & Entertainment","N/A"
"RAC","RACE ONCOLOGY LTD","2016-07-13","Pharmaceuticals, Biotechnology & Life Sciences",536506153
"RAG","RAGNAR METALS LIMITED","2005-03-31","Materials",24437127
"RAN","RANGE INTERNATIONAL LIMITED","2016-07-22","Materials",7221943
"RAP","RESAPP HEALTH LIMITED","2005-01-12","Health Care Equipment & Services",38663868
"RAS","RAGUSA MINERALS LTD","2010-07-13","Diversified Financials",8329158
"RBD","RESTAURANT BRANDS NEW ZEALAND LIMITED","2017-09-28","Consumer Services",1540767759
"RBL","REDBUBBLE LIMITED","2016-05-16","Retailing",952198376
"RBR","RBR GROUP LIMITED","2007-02-02","Materials",7050890
"RBX","RESOURCE BASE LIMITED.",,"Materials",0
"RCE","RECCE PHARMACEUTICALS LTD","2016-01-15","Pharmaceuticals, Biotechnology & Life Sciences",170302290
"RCL","READCLOUD LIMITED","2018-02-07","Software & Services",42594318
"RCP","REDBANK COPPER LIMITED","1993-12-22","Materials",41767709
"RCR","RINCON RESOURCES LIMITED","2020-12-21","Materials",13604240
"RCT","REEF CASINO TRUST","1994-02-11","Consumer Services",124502590
"RCW","RIGHTCROWD LIMITED","2017-09-18","Software & Services",91052491
"RD1","REGISTRY DIRECT LIMITED","2017-11-01","Software & Services","N/A"
"RDC","REDCAPE HOTEL GROUP","2018-11-30","Consumer Services",577043979
"RDG","RESOURCE DEVELOPMENT GROUP LIMITED","2011-05-19","Capital Goods",132075465
"RDH","REDHILL EDUCATION LIMITED","2010-09-21","Consumer Services",39661406
"RDM","RED METAL LIMITED","2003-10-27","Materials",34382844
"RDN","RAIDEN RESOURCES LIMITED","1987-03-12","Materials",32464679
"RDS","REDSTONE RESOURCES LIMITED","2006-08-03","Materials",10065987
"RDY","READYTECH HOLDINGS LIMITED","2019-04-17","Software & Services",227794000
"REA","REA GROUP LTD","1999-12-01","Media & Entertainment",22177196046
"RED","RED 5 LIMITED","1996-10-16","Materials",422338184
"REE","RAREX LIMITED","2007-07-11","Materials",35189900
"REF","REVERSE CORP LIMITED","2005-12-16","Telecommunication Services","N/A"
"REG","REGIS HEALTHCARE LIMITED","2014-10-07","Health Care Equipment & Services",583514312
"REH","REECE LIMITED","1974-01-01","Capital Goods",15251686513
"RES","RESOURCE GENERATION LIMITED","2003-10-31","Energy","N/A"
"REX","REGIONAL EXPRESS HOLDINGS LIMITED","2005-11-09","Transportation",137692969
"REY","REY RESOURCES LIMITED","2006-06-05","Energy",57220436
"REZ","RESOURCES & ENERGY GROUP LIMITED","2005-03-11","Materials",13382104
"RF1","REGAL INVESTMENT FUND","2019-06-17","Not Applic",575231961
"RFF","RURAL FUNDS GROUP","2014-02-14","Real Estate",842953379
"RFG","RETAIL FOOD GROUP LIMITED","2006-06-22","Consumer Services",148406664
"RFR","RAFAELLA RESOURCES LTD.","2018-07-26","Materials",14326950
"RFT","RECTIFIER TECHNOLOGIES LTD","1994-09-22","Capital Goods",50900922
"RFX","REDFLOW LIMITED","2010-12-14","Capital Goods",76842027
"RGI","ROTO-GRO INTERNATIONAL LIMITED","2017-02-10","Capital Goods",11748897
"RGL","RIVERSGOLD LIMITED","2017-10-10","Materials",16161688
"RGS","REGENEUS LTD","2013-09-19","Pharmaceuticals, Biotechnology & Life Sciences",23979531
"RHC","RAMSAY HEALTH CARE LIMITED","1997-09-24","Health Care Equipment & Services",14804068679
"RHI","RED HILL IRON LIMITED","2006-02-14","Materials",65865964
"RHP","RHIPE LIMITED","2005-03-17","Software & Services",317318491
"RHT","RESONANCE HEALTH LIMITED","1987-10-23","Health Care Equipment & Services",69172440
"RHY","RHYTHM BIOSCIENCES LIMITED","2017-12-07","Health Care Equipment & Services",183975438
"RIC","RIDLEY CORPORATION LIMITED","1987-08-13","Food, Beverage & Tobacco",370614171
"RIE","RIEDEL RESOURCES LIMITED","2011-01-31","Materials",14440606
"RIM","RIMFIRE PACIFIC MINING NL","1997-03-04","Materials",14449958
"RIO","RIO TINTO LIMITED","1962-09-19","Materials",45284666190
"RKN","RECKON LIMITED","1999-07-19","Software & Services",90635866
"RLC","REEDY LAGOON CORPORATION LIMITED","2007-06-22","Materials",7520419
"RLG","ROOLIFE GROUP LTD","2016-11-16","Media & Entertainment",15653334
"RLT","RENERGEN LIMITED","2019-06-06","Energy",220763548
"RMC","RESIMAC GROUP LTD","2001-03-19","Banks",976086662
"RMD","RESMED INC","1999-11-25","Health Care Equipment & Services",46619448827
"RMG","RMG LIMITED","1996-04-11","Materials","N/A"
"RMI","RESOURCE MINING CORPORATION LIMITED","1985-02-14","Materials",4236623
"RML","RESOLUTION MINERALS LTD","2017-09-22","Materials",9401272
"RMS","RAMELIUS RESOURCES LIMITED","2003-03-31","Materials",1416390043
"RMT","RMA ENERGY LIMITED","2007-06-07","Materials","N/A"
"RMX","RED MOUNTAIN MINING LIMITED","2011-09-01","Materials",13196636
"RMY","RMA GLOBAL LIMITED","2018-07-05","Media & Entertainment",117443111
"RND","RAND MINING LIMITED","1985-08-15","Materials",85029562
"RNE","RENU ENERGY LIMITED","2002-09-12","Utilities",9027879
"RNO","RHINOMED LIMITED","2007-09-21","Pharmaceuticals, Biotechnology & Life Sciences",39340415
"RNT","RENT.COM.AU LIMITED","1994-05-26","Media & Entertainment",55671592
"RNU","RENASCOR RESOURCES LIMITED","2010-12-15","Energy",131509816
"RNX","RENEGADE EXPLORATION LIMITED","2006-11-14","Materials",6157386
"ROG","RED SKY ENERGY LIMITED.","2007-05-23","Energy",27788533
"ROO","ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD","2017-12-07","Capital Goods",5397839
"RPG","RAPTIS GROUP LIMITED","1986-07-17","Real Estate",1904591
"RPM","RPM AUTOMOTIVE GROUP LIMITED","1983-11-10","Automobiles & Components",44339216
"RRL","REGIS RESOURCES LIMITED","1987-02-19","Materials",1854891441
"RSG","RESOLUTE MINING LIMITED","1979-01-11","Materials",596102061
"RSH","RESPIRI LIMITED","1994-01-20","Health Care Equipment & Services",50598855
"RTE","RETECH TECHNOLOGY CO., LIMITED","2017-06-22","Consumer Services",64050974
"RTG","RTG MINING INC.","2014-06-05","Materials",112245707
"RTR","RUMBLE RESOURCES LIMITED","2011-07-01","Materials",316615866
"RUL","RPMGLOBAL HOLDINGS LIMITED","2008-05-27","Software & Services",406038301
"RVR","RED RIVER RESOURCES LIMITED","2005-07-15","Materials",106143745
"RVS","REVASUM INC.","2018-12-04","Semiconductors & Semiconductor Equipment",31687758
"RWC","RELIANCE WORLDWIDE CORPORATION LIMITED","2016-04-29","Capital Goods",4124294673
"RWD","REWARD MINERALS LTD","1991-12-12","Materials",23334323
"RXH","REWARDLE HOLDINGS LIMITED","2014-10-07","Media & Entertainment",7894822
"RXL","ROX RESOURCES LIMITED","2004-04-27","Materials",70923425
"RXM","REX MINERALS LIMITED","2007-09-20","Materials",137254299
"RYD","RYDER CAPITAL LIMITED","2015-09-28","Not Applic",121724406
"RZI","RAIZ INVEST LIMITED","2018-06-21","Diversified Financials",116384867
"S2R","S2 RESOURCES LTD","2015-10-19","Materials",40935853
"S32","SOUTH32 LIMITED","2015-05-18","Materials",13400143774
"S66","STAR COMBO PHARMA LIMITED","2018-05-16","Household & Personal Products",33678117
"SAN","SAGALIO ENERGY LIMITED","2011-12-15","Energy",4502523
"SAS","SKY AND SPACE COMPANY LTD","2006-05-22","Telecommunication Services","N/A"
"SAU","SOUTHERN GOLD LIMITED","2005-04-21","Materials",15786328
"SB2","SALTER BROTHERS EMERGING COMPANIES LIMITED","2021-06-16","Not Applic",92032245
"SBM","ST BARBARA LIMITED","1969-05-15","Materials",1256742225
"SBR","SABRE RESOURCES LIMITED","1987-12-17","Materials",7573786
"SBW","SHEKEL BRAINWEIGH LTD","2018-11-20","Software & Services",16849250
"SCG","SCENTRE GROUP","2014-06-25","Real Estate",14844482050
"SCI","SILVER CITY MINERALS LIMITED","2011-07-06","Materials",15710187
"SCL","SCHROLE GROUP LTD","2013-11-11","Software & Services",15509861
"SCN","SCORPION MINERALS LIMITED","2007-03-07","Materials",15499125
"SCP","SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP","2012-11-26","Real Estate",2808055650
"SCT","SCOUT SECURITY LIMITED","2017-08-25","Consumer Services",8011997
"SCU","STEMCELL UNITED LIMITED","2000-06-13","Pharmaceuticals, Biotechnology & Life Sciences",16693131
"SDF","STEADFAST GROUP LIMITED","2013-08-02","Insurance",3773627189
"SDG","SUNLAND GROUP LIMITED","1995-02-28","Real Estate",320368265
"SDI","SDI LIMITED","1985-11-07","Health Care Equipment & Services",110544943
"SDV","SCIDEV LTD","2002-05-02","Materials",131447301
"SE1","SENSERA LIMITED","2016-12-23","Semiconductors & Semiconductor Equipment",16342435
"SEC","SPHERIA EMERGING COMPANIES LIMITED","2017-12-05","Not Applic",138947962
"SEG","SPORTS ENTERTAINMENT GROUP LIMITED","2000-11-28","Media & Entertainment",53153243
"SEK","SEEK LIMITED","2005-04-19","Media & Entertainment",11667816270
"SEN","SENETAS CORPORATION LIMITED","1984-06-21","Technology Hardware & Equipment",54107459
"SEQ","SEQUOIA FINANCIAL GROUP LTD","2000-09-19","Diversified Financials",70356713
"SER","STRATEGIC ENERGY RESOURCES LIMITED","1991-08-15","Materials",12333108
"SES","SECOS GROUP LTD","1996-11-21","Materials",142013993
"SFC","SCHAFFER CORPORATION LIMITED","1974-01-01","Automobiles & Components",278209895
"SFG","SEAFARMS GROUP LIMITED","1990-06-14","Food, Beverage & Tobacco",208337708
"SFM","SANTA FE MINERALS LTD","2011-10-07","Materials",6408053
"SFR","SANDFIRE RESOURCES LIMITED","2004-03-04","Materials",1196066444
"SFX","SHEFFIELD RESOURCES LIMITED","2010-12-15","Materials",102086154
"SGC","SACGASCO LIMITED","2005-10-11","Energy",14324800
"SGF","SG FLEET GROUP LIMITED","2014-03-04","Commercial & Professional Services",871371364
"SGH","SLATER & GORDON LIMITED","2007-05-21","Consumer Services",94583624
"SGI","STEALTH GLOBAL HOLDINGS LTD","2018-10-02","Capital Goods",10468500
"SGLLV","RICEGROWERS LIMITED","2019-04-08","Food, Beverage & Tobacco",410330799
"SGM","SIMS LIMITED","2005-10-21","Materials",3237761295
"SGP","STOCKLAND","1987-02-19","Real Estate",11458423978
"SGQ","ST GEORGE MINING LIMITED","2010-11-16","Materials",44778511
"SGR","THE STAR ENTERTAINMENT GROUP LIMITED","2011-06-06","Consumer Services",3579573430
"SHE","STONEHORSE ENERGY LIMITED","2000-07-24","Energy",15079370
"SHG","SINGULAR HEALTH GROUP LTD","2021-02-12","Health Care Equipment & Services",32895637
"SHH","SHREE MINERALS LIMITED","2010-02-18","Materials",11695606
"SHJ","SHINE JUSTICE LTD","2013-05-15","Consumer Services",183657521
"SHL","SONIC HEALTHCARE LIMITED","1987-04-30","Health Care Equipment & Services",18132410040
"SHM","SHRIRO HOLDINGS LIMITED","2015-06-23","Consumer Durables & Apparel",113154125
"SHN","SUNSHINE GOLD LIMITED","2002-01-25","Materials",24903851
"SHO","SPORTSHERO LIMITED","2008-06-12","Media & Entertainment",11399247
"SHP","SOUTH HARZ POTASH LTD","2017-01-20","Materials",33927859
"SHV","SELECT HARVESTS LIMITED","1978-06-15","Food, Beverage & Tobacco",751402313
"SI6","SI6 METALS LIMITED","2008-01-18","Materials",15325863
"SIG","SIGMA HEALTHCARE LIMITED","2002-10-30","Health Care Equipment & Services",624973085
"SIH","SIHAYO GOLD LIMITED","1988-03-31","Materials",40540076
"SIL","SMILES INCLUSIVE LIMITED","2018-04-27","Health Care Equipment & Services","N/A"
"SIO","SIMONDS GROUP LIMITED","2014-11-17","Consumer Durables & Apparel",86304993
"SIQ","SMARTGROUP CORPORATION LTD","2014-07-02","Commercial & Professional Services",969514768
"SIS","SIMBLE SOLUTIONS LIMITED","2018-02-22","Software & Services",8243136
"SIT","SITE GROUP INTERNATIONAL LIMITED","1987-08-21","Consumer Services",10094942
"SIV","SIV CAPITAL LIMITED","2005-05-31","Capital Goods",11780375
"SIX","SPRINTEX LIMITED","2008-05-29","Automobiles & Components",16903735
"SKC","SKYCITY ENTERTAINMENT GROUP LIMITED","1999-03-29","Consumer Services",2371840252
"SKF","SKYFII LTD","1999-12-17","Software & Services",48225996
"SKI","SPARK INFRASTRUCTURE GROUP","2005-12-16","Utilities",3860899416
"SKN","SKIN ELEMENTS LIMITED","2017-01-06","Household & Personal Products","N/A"
"SKO","SERKO LIMITED","2018-06-25","Software & Services",755933479
"SKS","SKS TECHNOLOGIES GROUP LIMITED","1974-01-01","Capital Goods",23756392
"SKT","SKY NETWORK TELEVISION LIMITED.","2005-07-04","Media & Entertainment",270766331
"SKY","SKY METALS LIMITED","2004-03-11","Materials",36588134
"SLA","SILK LASER AUSTRALIA LIMITED","2020-12-15","Health Care Equipment & Services",213904125
"SLC","SUPERLOOP LIMITED","2015-06-04","Telecommunication Services",407805980
"SLH","SILK LOGISTICS HOLDINGS LIMITED",,"Class Pend",0
"SLK","SEALINK TRAVEL GROUP LIMITED","2013-10-16","Consumer Services",2105366823
"SLR","SILVER LAKE RESOURCES LIMITED","2007-11-14","Materials",1494270159
"SLX","SILEX SYSTEMS LIMITED","1998-05-07","Semiconductors & Semiconductor Equipment",164128972
"SLZ","SULTAN RESOURCES LTD","2018-08-16","Materials",15297566
"SM1","SYNLAIT MILK LIMITED","2016-11-25","Food, Beverage & Tobacco",767221630
"SMG","SOON MINING LIMITED","2016-03-21","Materials","N/A"
"SMI","SANTANA MINERALS LIMITED","2013-05-31","Materials",12543590
"SMN","STRUCTURAL MONITORING SYSTEMS PLC","2004-08-16","Technology Hardware & Equipment",48591542
"SMP","SMARTPAY HOLDINGS LIMITED","2013-09-04","Software & Services",194972057
"SMR","STANMORE RESOURCES LIMITED","2009-12-09","Energy",200100692
"SMX","SECURITY MATTERS LIMITED","2018-10-15","Software & Services",49970884
"SNC","SANDON CAPITAL INVESTMENTS LIMITED","2013-12-23","Not Applic",105344445
"SND","SAUNDERS INTERNATIONAL LIMITED","2007-12-05","Capital Goods",84242578
"SNG","SIREN GOLD LIMITED","2020-10-07","Materials",19303851
"SNL","SUPPLY NETWORK LIMITED","1987-09-10","Retailing",286652553
"SNS","SENSEN NETWORKS LIMITED","2007-05-31","Software & Services",75132944
"SNZ","SUMMERSET GROUP HOLDINGS LIMITED","2013-07-18","Health Care Equipment & Services",2819344816
"SO4","SALT LAKE POTASH LIMITED","2006-11-03","Materials",301058167
"SOL","WASHINGTON H SOUL PATTINSON & COMPANY LIMITED","1903-01-21","Energy",7301557260
"SOM","SOMNOMED LIMITED","2004-08-27","Health Care Equipment & Services",196139577
"SOP","SYNERTEC CORPORATION LIMITED","2013-05-28","Commercial & Professional Services",31447729
"SOR","STRATEGIC ELEMENTS LIMITED","2011-08-11","Diversified Financials",87385475
"SOV","SOVEREIGN CLOUD HOLDINGS LIMITED","2020-12-14","Software & Services",66703233
